Name,depart_time,price,depart_time_hour,depart_time_minute
에어부산,06:50,43221,6,50
아시아나항공,06:50,89662,6,50
이스타항공,07:00,44068,7,0
대한항공,07:05,84068,7,5
에어부산,07:35,72712,7,35
대한항공,07:35,120000,7,35
대한항공,10:10,134407,10,10
제주항공,10:30,76780,10,30
에어부산,11:45,72712,11,45
에어부산,12:00,40678,12,0
제주항공,12:20,41865,12,20
에어부산,13:20,72712,13,20
아시아나항공,13:20,89662,13,20
대한항공,13:50,84068,13,50
제주항공,14:30,32204,14,30
에어부산,14:40,31187,14,40
아시아나항공,14:40,89662,14,40
에어부산,15:00,30509,15,0
아시아나항공,15:00,89662,15,0
제주항공,15:30,30678,15,30
에어부산,17:05,34238,17,5
제주항공,17:05,35255,17,5
아시아나항공,17:05,89662,17,5
에어부산,17:30,32034,17,30
아시아나항공,17:30,89662,17,30
에어부산,17:55,55085,17,55
아시아나항공,17:55,89662,17,55
대한항공,19:10,84068,19,10
제주항공,19:30,30678,19,30
에어부산,19:45,27967,19,45
