Name,depart_time,price,depart_time_hour,depart_time_minute
에어부산,07:00,53051,7,0
제주항공,07:10,45255,7,10
제주항공,07:15,83390,7,15
에어부산,08:00,53051,8,0
제주항공,08:20,127797,8,20
에어부산,09:00,53051,9,0
에어부산,10:00,53051,10,0
에어부산,11:00,53051,11,0
이스타항공,12:30,135255,12,30
제주항공,13:15,91356,13,15
제주항공,13:15,128645,13,15
제주항공,13:15,139153,13,15
에어부산,14:00,53051,14,0
에어부산,15:00,53051,15,0
에어부산,16:00,53051,16,0
에어부산,17:00,53051,17,0
제주항공,17:00,127797,17,0
에어부산,18:00,53051,18,0
에어부산,19:00,53051,19,0
에어부산,20:00,53051,20,0
에어부산,21:00,53051,21,0
