Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:30,181865,6,30
아시아나항공,06:40,64407,6,40
대한항공,07:00,99492,7,0
티웨이항공,07:55,41356,7,55
아시아나항공,07:55,59831,7,55
이스타항공,08:10,37628,8,10
아시아나항공,08:20,58306,8,20
이스타항공,08:30,38136,8,30
티웨이항공,08:45,35424,8,45
아시아나항공,08:45,59831,8,45
이스타항공,08:50,37628,8,50
이스타항공,09:05,37628,9,5
대한항공,09:10,99492,9,10
아시아나항공,09:20,59831,9,20
에어부산,09:40,38814,9,40
아시아나항공,09:40,120170,9,40
제주항공,09:45,42373,9,45
이스타항공,09:50,41017,9,50
아시아나항공,09:50,58306,9,50
티웨이항공,10:00,37628,10,0
대한항공,10:10,99492,10,10
아시아나항공,10:20,59831,10,20
제주항공,10:35,42373,10,35
제주항공,10:50,42373,10,50
티웨이항공,11:05,37628,11,5
대한항공,11:10,99492,11,10
티웨이항공,11:35,37628,11,35
이스타항공,11:35,41356,11,35
티웨이항공,11:40,41356,11,40
제주항공,11:40,42373,11,40
대한항공,11:40,99492,11,40
대한항공,12:00,99492,12,0
제주항공,12:05,42373,12,5
아시아나항공,12:10,59831,12,10
티웨이항공,12:15,41356,12,15
제주항공,12:20,43560,12,20
아시아나항공,12:35,59831,12,35
이스타항공,12:45,41017,12,45
대한항공,12:50,99492,12,50
이스타항공,13:00,41017,13,0
에어부산,13:10,46272,13,10
아시아나항공,13:10,59831,13,10
제주항공,13:25,50678,13,25
이스타항공,13:30,44238,13,30
티웨이항공,13:30,47797,13,30
대한항공,13:45,99492,13,45
아시아나항공,13:50,64407,13,50
제주항공,14:00,60678,14,0
아시아나항공,14:10,64407,14,10
아시아나항공,14:20,67628,14,20
대한항공,14:30,99492,14,30
이스타항공,14:45,52712,14,45
이스타항공,14:55,57119,14,55
티웨이항공,15:05,65594,15,5
대한항공,15:10,99492,15,10
대한항공,15:20,99492,15,20
대한항공,15:40,99492,15,40
티웨이항공,15:50,65594,15,50
아시아나항공,15:50,89831,15,50
아시아나항공,15:55,89831,15,55
대한항공,16:10,99492,16,10
에어부산,16:20,58984,16,20
티웨이항공,16:20,65594,16,20
제주항공,16:25,64916,16,25
아시아나항공,16:25,89831,16,25
에어부산,16:35,58984,16,35
대한항공,16:40,99492,16,40
아시아나항공,16:55,83560,16,55
아시아나항공,17:00,89831,17,0
대한항공,17:00,99492,17,0
티웨이항공,17:05,65933,17,5
제주항공,17:20,67797,17,20
이스타항공,17:35,62373,17,35
아시아나항공,17:40,67628,17,40
제주항공,17:50,67797,17,50
이스타항공,18:05,72882,18,5
대한항공,18:05,162712,18,5
대한항공,18:15,99492,18,15
이스타항공,18:25,67628,18,25
제주항공,18:40,73051,18,40
아시아나항공,19:00,94407,19,0
대한항공,19:00,99492,19,0
에어부산,19:20,68814,19,20
티웨이항공,19:25,73051,19,25
아시아나항공,19:30,83560,19,30
이스타항공,19:45,67628,19,45
아시아나항공,19:50,83560,19,50
대한항공,19:50,99492,19,50
티웨이항공,19:55,65594,19,55
제주항공,20:00,67797,20,0
에어부산,20:10,65085,20,10
아시아나항공,20:20,67628,20,20
이스타항공,20:25,62373,20,25
티웨이항공,20:30,62373,20,30
대한항공,20:30,99492,20,30
제주항공,20:50,60678,20,50
아시아나항공,20:50,67628,20,50
대한항공,20:50,99492,20,50
아시아나항공,20:55,61356,20,55
제주항공,21:05,59323,21,5
대한항공,21:05,99492,21,5
제주항공,21:10,59323,21,10
아시아나항공,21:10,67628,21,10
이스타항공,21:15,57119,21,15
제주항공,21:20,60678,21,20
